
,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2023-11,2023-12,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2024-11,2024-12,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07,2025-08,2025-09,2025-10,2025-11,2025-12
HI,260.474,0.42537834870275115,0.5474382793923191,0.7083273133749532,0.8218909154060051,0.801710515476278,0.9290662902357151,0.4810523526293944,0.20659113636114673,0.27159708590582743,0.8308118552003194,0.49134275043475356,0.3072517161483594,0.8414573783545324,0.9133979256476956,1.3351379548562685,0.558253102565516,1.1023523999598808,1.373607575881978,-0.011811913833765257,-0.03543992763504914,0.2150784513000937,0.40564944341123144,-0.10100264418882049,-0.3070091464541072,0.7995363834540075,0.5582110505732389,0.3310729956122982,0.5059038683258414,0.2518435010202332,0.3228914236486635,0.19075150192226176,0.43671550683534566,0.2485131552376596,-0.038337952298488576,-0.20151395484137424,-0.09933203278934342,0.544750379793051,0.6189671775550792,0.6464169937420556,0.3893293034335285,0.16616275657953966,0.03375054526234507,0.11617728972706583,0.08138869460163152,0.16042135224081483,0.1151280839578687,-0.05417152415226072,0.0354999952455437,0.6546157380269558,0.44417022642923065,0.22470712857509495,0.31144562678433574,0.20885612306923707,0.3409391380088046,0.15097919463296036,0.28726381218889985,0.2543398276415575,,,-0.020979754536884405
IA,260.474,0.42537834870275115,0.5474382793923191,0.7083273133749532,0.8218909154060051,0.801710515476278,0.9290662902357151,0.4810523526293944,0.20659113636114673,0.27159708590582743,0.8308118552003194,0.49134275043475356,0.3072517161483594,0.8414573783545324,0.9133979256476956,1.3351379548562685,0.558253102565516,1.1023523999598808,1.373607575881978,-0.011811913833765257,-0.03543992763504914,0.2150784513000937,0.40564944341123144,-0.10100264418882049,-0.3070091464541072,0.7995363834540075,0.5582110505732389,0.3310729956122982,0.5059038683258414,0.2518435010202332,0.3228914236486635,0.19075150192226176,0.43671550683534566,0.2485131552376596,-0.038337952298488576,-0.20151395484137424,-0.09933203278934342,0.544750379793051,0.6189671775550792,0.6464169937420556,0.3893293034335285,0.16616275657953966,0.03375054526234507,0.11617728972706583,0.08138869460163152,0.16042135224081483,0.1151280839578687,-0.05417152415226072,0.0354999952455437,0.6546157380269558,0.44417022642923065,0.22470712857509495,0.31144562678433574,0.20885612306923707,0.3409391380088046,0.15097919463296036,0.28726381218889985,0.2543398276415575,,,-0.020979754536884405
ID,260.474,0.42537834870275115,0.5474382793923191,0.7083273133749532,0.8218909154060051,0.801710515476278,0.9290662902357151,0.4810523526293944,0.20659113636114673,0.27159708590582743,0.8308118552003194,0.49134275043475356,0.3072517161483594,0.8414573783545324,0.9133979256476956,1.3351379548562685,0.558253102565516,1.1023523999598808,1.373607575881978,-0.011811913833765257,-0.03543992763504914,0.2150784513000937,0.40564944341123144,-0.10100264418882049,-0.3070091464541072,0.7995363834540075,0.5582110505732389,0.3310729956122982,0.5059038683258414,0.2518435010202332,0.3228914236486635,0.19075150192226176,0.43671550683534566,0.2485131552376596,-0.038337952298488576,-0.20151395484137424,-0.09933203278934342,0.544750379793051,0.6189671775550792,0.6464169937420556,0.3893293034335285,0.16616275657953966,0.03375054526234507,0.11617728972706583,0.08138869460163152,0.16042135224081483,0.1151280839578687,-0.05417152415226072,0.0354999952455437,0.6546157380269558,0.44417022642923065,0.22470712857509495,0.31144562678433574,0.20885612306923707,0.3409391380088046,0.15097919463296036,0.28726381218889985,0.2543398276415575,,,-0.020979754536884405
IL,260.474,0.42537834870275115,0.5474382793923191,0.7083273133749532,0.8218909154060051,0.801710515476278,0.9290662902357151,0.4810523526293944,0.20659113636114673,0.27159708590582743,0.8308118552003194,0.49134275043475356,0.3072517161483594,0.8414573783545324,0.9133979256476956,1.3351379548562685,0.558253102565516,1.1023523999598808,1.373607575881978,-0.011811913833765257,-0.03543992763504914,0.2150784513000937,0.40564944341123144,-0.10100264418882049,-0.3070091464541072,0.7995363834540075,0.5582110505732389,0.3310729956122982,0.5059038683258414,0.2518435010202332,0.3228914236486635,0.19075150192226176,0.43671550683534566,0.2485131552376596,-0.038337952298488576,-0.20151395484137424,-0.09933203278934342,0.544750379793051,0.6189671775550792,0.6464169937420556,0.3893293034335285,0.16616275657953966,0.03375054526234507,0.11617728972706583,0.08138869460163152,0.16042135224081483,0.1151280839578687,-0.05417152415226072,0.0354999952455437,0.6546157380269558,0.44417022642923065,0.22470712857509495,0.31144562678433574,0.20885612306923707,0.3409391380088046,0.15097919463296036,0.28726381218889985,0.2543398276415575,,,-0.020979754536884405
IN,260.474,0.42537834870275115,0.5474382793923191,0.7083273133749532,0.8218909154060051,0.801710515476278,0.9290662902357151,0.4810523526293944,0.20659113636114673,0.27159708590582743,0.8308118552003194,0.49134275043475356,0.3072517161483594,0.8414573783545324,0.9133979256476956,1.3351379548562685,0.558253102565516,1.1023523999598808,1.373607575881978,-0.011811913833765257,-0.03543992763504914,0.2150784513000937,0.40564944341123144,-0.10100264418882049,-0.3070091464541072,0.7995363834540075,0.5582110505732389,0.3310729956122982,0.5059038683258414,0.2518435010202332,0.3228914236486635,0.19075150192226176,0.43671550683534566,0.2485131552376596,-0.038337952298488576,-0.20151395484137424,-0.09933203278934342,0.544750379793051,0.6189671775550792,0.6464169937420556,0.3893293034335285,0.16616275657953966,0.03375054526234507,0.11617728972706583,0.08138869460163152,0.16042135224081483,0.1151280839578687,-0.05417152415226072,0.0354999952455437,0.6546157380269558,0.44417022642923065,0.22470712857509495,0.31144562678433574,0.20885612306923707,0.3409391380088046,0.15097919463296036,0.28726381218889985,0.2543398276415575,,,-0.020979754536884405
KS,260.474,0.42537834870275115,0.5474382793923191,0.7083273133749532,0.8218909154060051,0.801710515476278,0.9290662902357151,0.4810523526293944,0.20659113636114673,0.27159708590582743,0.8308118552003194,0.49134275043475356,0.3072517161483594,0.8414573783545324,0.9133979256476956,1.3351379548562685,0.558253102565516,1.1023523999598808,1.373607575881978,-0.011811913833765257,-0.03543992763504914,0.2150784513000937,0.40564944341123144,-0.10100264418882049,-0.3070091464541072,0.7995363834540075,0.5582110505732389,0.3310729956122982,0.5059038683258414,0.2518435010202332,0.3228914236486635,0.19075150192226176,0.43671550683534566,0.2485131552376596,-0.038337952298488576,-0.20151395484137424,-0.09933203278934342,0.544750379793051,0.6189671775550792,0.6464169937420556,0.3893293034335285,0.16616275657953966,0.03375054526234507,0.11617728972706583,0.08138869460163152,0.16042135224081483,0.1151280839578687,-0.05417152415226072,0.0354999952455437,0.6546157380269558,0.44417022642923065,0.22470712857509495,0.31144562678433574,0.20885612306923707,0.3409391380088046,0.15097919463296036,0.28726381218889985,0.2543398276415575,,,-0.020979754536884405
KY,260.474,0.42537834870275115,0.5474382793923191,0.7083273133749532,0.8218909154060051,0.801710515476278,0.9290662902357151,0.4810523526293944,0.20659113636114673,0.27159708590582743,0.8308118552003194,0.49134275043475356,0.3072517161483594,0.8414573783545324,0.9133979256476956,1.3351379548562685,0.558253102565516,1.1023523999598808,1.373607575881978,-0.011811913833765257,-0.03543992763504914,0.2150784513000937,0.40564944341123144,-0.10100264418882049,-0.3070091464541072,0.7995363834540075,0.5582110505732389,0.3310729956122982,0.5059038683258414,0.2518435010202332,0.3228914236486635,0.19075150192226176,0.43671550683534566,0.2485131552376596,-0.038337952298488576,-0.20151395484137424,-0.09933203278934342,0.544750379793051,0.6189671775550792,0.6464169937420556,0.3893293034335285,0.16616275657953966,0.03375054526234507,0.11617728972706583,0.08138869460163152,0.16042135224081483,0.1151280839578687,-0.05417152415226072,0.0354999952455437,0.6546157380269558,0.44417022642923065,0.22470712857509495,0.31144562678433574,0.20885612306923707,0.3409391380088046,0.15097919463296036,0.28726381218889985,0.2543398276415575,,,-0.020979754536884405
LA,260.474,0.42537834870275115,0.5474382793923191,0.7083273133749532,0.8218909154060051,0.801710515476278,0.9290662902357151,0.4810523526293944,0.20659113636114673,0.27159708590582743,0.8308118552003194,0.49134275043475356,0.3072517161483594,0.8414573783545324,0.9133979256476956,1.3351379548562685,0.558253102565516,1.1023523999598808,1.373607575881978,-0.011811913833765257,-0.03543992763504914,0.2150784513000937,0.40564944341123144,-0.10100264418882049,-0.3070091464541072,0.7995363834540075,0.5582110505732389,0.3310729956122982,0.5059038683258414,0.2518435010202332,0.3228914236486635,0.19075150192226176,0.43671550683534566,0.2485131552376596,-0.038337952298488576,-0.20151395484137424,-0.09933203278934342,0.544750379793051,0.6189671775550792,0.6464169937420556,0.3893293034335285,0.16616275657953966,0.03375054526234507,0.11617728972706583,0.08138869460163152,0.16042135224081483,0.1151280839578687,-0.05417152415226072,0.0354999952455437,0.6546157380269558,0.44417022642923065,0.22470712857509495,0.31144562678433574,0.20885612306923707,0.3409391380088046,0.15097919463296036,0.28726381218889985,0.2543398276415575,,,-0.020979754536884405
MA,260.474,0.42537834870275115,0.5474382793923191,0.7083273133749532,0.8218909154060051,0.801710515476278,0.9290662902357151,0.4810523526293944,0.20659113636114673,0.27159708590582743,0.8308118552003194,0.49134275043475356,0.3072517161483594,0.8414573783545324,0.9133979256476956,1.3351379548562685,0.558253102565516,1.1023523999598808,1.373607575881978,-0.011811913833765257,-0.03543992763504914,0.2150784513000937,0.40564944341123144,-0.10100264418882049,-0.3070091464541072,0.7995363834540075,0.5582110505732389,0.3310729956122982,0.5059038683258414,0.2518435010202332,0.3228914236486635,0.19075150192226176,0.43671550683534566,0.2485131552376596,-0.038337952298488576,-0.20151395484137424,-0.09933203278934342,0.544750379793051,0.6189671775550792,0.6464169937420556,0.3893293034335285,0.16616275657953966,0.03375054526234507,0.11617728972706583,0.08138869460163152,0.16042135224081483,0.1151280839578687,-0.05417152415226072,0.0354999952455437,0.6546157380269558,0.44417022642923065,0.22470712857509495,0.31144562678433574,0.20885612306923707,0.3409391380088046,0.15097919463296036,0.28726381218889985,0.2543398276415575,,,-0.020979754536884405
MD,260.474,0.42537834870275115,0.5474382793923191,0.7083273133749532,0.8218909154060051,0.801710515476278,0.9290662902357151,0.4810523526293944,0.20659113636114673,0.27159708590582743,0.8308118552003194,0.49134275043475356,0.3072517161483594,0.8414573783545324,0.9133979256476956,1.3351379548562685,0.558253102565516,1.1023523999598808,1.373607575881978,-0.011811913833765257,-0.03543992763504914,0.2150784513000937,0.40564944341123144,-0.10100264418882049,-0.3070091464541072,0.7995363834540075,0.5582110505732389,0.3310729956122982,0.5059038683258414,0.2518435010202332,0.3228914236486635,0.19075150192226176,0.43671550683534566,0.2485131552376596,-0.038337952298488576,-0.20151395484137424,-0.09933203278934342,0.544750379793051,0.6189671775550792,0.6464169937420556,0.3893293034335285,0.16616275657953966,0.03375054526234507,0.11617728972706583,0.08138869460163152,0.16042135224081483,0.1151280839578687,-0.05417152415226072,0.0354999952455437,0.6546157380269558,0.44417022642923065,0.22470712857509495,0.31144562678433574,0.20885612306923707,0.3409391380088046,0.15097919463296036,0.28726381218889985,0.2543398276415575,,,-0.020979754536884405
ME,260.474,0.42537834870275115,0.5474382793923191,0.7083273133749532,0.8218909154060051,0.801710515476278,0.9290662902357151,0.4810523526293944,0.20659113636114673,0.27159708590582743,0.8308118552003194,0.49134275043475356,0.3072517161483594,0.8414573783545324,0.9133979256476956,1.3351379548562685,0.558253102565516,1.1023523999598808,1.373607575881978,-0.011811913833765257,-0.03543992763504914,0.2150784513000937,0.40564944341123144,-0.10100264418882049,-0.3070091464541072,0.7995363834540075,0.5582110505732389,0.3310729956122982,0.5059038683258414,0.2518435010202332,0.3228914236486635,0.19075150192226176,0.43671550683534566,0.2485131552376596,-0.038337952298488576,-0.20151395484137424,-0.09933203278934342,0.544750379793051,0.6189671775550792,0.6464169937420556,0.3893293034335285,0.16616275657953966,0.03375054526234507,0.11617728972706583,0.08138869460163152,0.16042135224081483,0.1151280839578687,-0.05417152415226072,0.0354999952455437,0.6546157380269558,0.44417022642923065,0.22470712857509495,0.31144562678433574,0.20885612306923707,0.3409391380088046,0.15097919463296036,0.28726381218889985,0.2543398276415575,,,-0.020979754536884405
MI,260.474,0.42537834870275115,0.5474382793923191,0.7083273133749532,0.8218909154060051,0.801710515476278,0.9290662902357151,0.4810523526293944,0.20659113636114673,0.27159708590582743,0.8308118552003194,0.49134275043475356,0.3072517161483594,0.8414573783545324,0.9133979256476956,1.3351379548562685,0.558253102565516,1.1023523999598808,1.373607575881978,-0.011811913833765257,-0.03543992763504914,0.2150784513000937,0.40564944341123144,-0.10100264418882049,-0.3070091464541072,0.7995363834540075,0.5582110505732389,0.3310729956122982,0.5059038683258414,0.2518435010202332,0.3228914236486635,0.19075150192226176,0.43671550683534566,0.2485131552376596,-0.038337952298488576,-0.20151395484137424,-0.09933203278934342,0.544750379793051,0.6189671775550792,0.6464169937420556,0.3893293034335285,0.16616275657953966,0.03375054526234507,0.11617728972706583,0.08138869460163152,0.16042135224081483,0.1151280839578687,-0.05417152415226072,0.0354999952455437,0.6546157380269558,0.44417022642923065,0.22470712857509495,0.31144562678433574,0.20885612306923707,0.3409391380088046,0.15097919463296036,0.28726381218889985,0.2543398276415575,,,-0.020979754536884405
MN,260.474,0.42537834870275115,0.5474382793923191,0.7083273133749532,0.8218909154060051,0.801710515476278,0.9290662902357151,0.4810523526293944,0.20659113636114673,0.27159708590582743,0.8308118552003194,0.49134275043475356,0.3072517161483594,0.8414573783545324,0.9133979256476956,1.3351379548562685,0.558253102565516,1.1023523999598808,1.373607575881978,-0.011811913833765257,-0.03543992763504914,0.2150784513000937,0.40564944341123144,-0.10100264418882049,-0.3070091464541072,0.7995363834540075,0.5582110505732389,0.3310729956122982,0.5059038683258414,0.2518435010202332,0.3228914236486635,0.19075150192226176,0.43671550683534566,0.2485131552376596,-0.038337952298488576,-0.20151395484137424,-0.09933203278934342,0.544750379793051,0.6189671775550792,0.6464169937420556,0.3893293034335285,0.16616275657953966,0.03375054526234507,0.11617728972706583,0.08138869460163152,0.16042135224081483,0.1151280839578687,-0.05417152415226072,0.0354999952455437,0.6546157380269558,0.44417022642923065,0.22470712857509495,0.31144562678433574,0.20885612306923707,0.3409391380088046,0.15097919463296036,0.28726381218889985,0.2543398276415575,,,-0.020979754536884405
MO,260.474,0.42537834870275115,0.5474382793923191,0.7083273133749532,0.8218909154060051,0.801710515476278,0.9290662902357151,0.4810523526293944,0.20659113636114673,0.27159708590582743,0.8308118552003194,0.49134275043475356,0.3072517161483594,0.8414573783545324,0.9133979256476956,1.3351379548562685,0.558253102565516,1.1023523999598808,1.373607575881978,-0.011811913833765257,-0.03543992763504914,0.2150784513000937,0.40564944341123144,-0.10100264418882049,-0.3070091464541072,0.7995363834540075,0.5582110505732389,0.3310729956122982,0.5059038683258414,0.2518435010202332,0.3228914236486635,0.19075150192226176,0.43671550683534566,0.2485131552376596,-0.038337952298488576,-0.20151395484137424,-0.09933203278934342,0.544750379793051,0.6189671775550792,0.6464169937420556,0.3893293034335285,0.16616275657953966,0.03375054526234507,0.11617728972706583,0.08138869460163152,0.16042135224081483,0.1151280839578687,-0.05417152415226072,0.0354999952455437,0.6546157380269558,0.44417022642923065,0.22470712857509495,0.31144562678433574,0.20885612306923707,0.3409391380088046,0.15097919463296036,0.28726381218889985,0.2543398276415575,,,-0.020979754536884405
